loc_id,loc_label,loc_type,loc_direction,lat,lon,zone,buffer,interval,first_runner,peak_start,peak_end,last_runner,loc_start,loc_end,duration,timing_source,awp_count,caf_count,fdsa_count,fpf_count,ofc_count,sja_count,vol_count,yssr_count,awp_mins,caf_mins,fdsa_mins,fpf_mins,ofc_mins,sja_mins,vol_mins,yssr_mins,notes,flag,flagged_seg_id,flag_severity,flag_worst_los,flag_note
71,Northside Trail at Fulton,course,Traffic control both directions,45.978656,-66.652984,2,10,5,07:15:37,07:35:18,07:52:46,09:10:14,06:15:00,09:25:00,190.0,modeled,1,0,0,0,0,0,0,1,190,0,0,0,0,0,0,190,Stop traffic from crossing the trail while runners (coming both directions) are crossing,True,B1,critical,D,"106 bins flagged, severity: critical"
72,Northside Trail at 10K Turn,course,Runners crossing both ways,45.980158,-66.656539,2,10,5,07:16:43,07:36:06,07:52:03,09:07:49,06:15:00,09:20:00,185.0,modeled,0,0,0,0,2,0,0,0,0,0,0,0,370,0,0,0,10K Turn; Full continue to Blake Court.,True,B1,critical,D,"106 bins flagged, severity: critical"
73,Northside Trail at Brookside,course,Traffic control both directions,45.980729,-66.657799,2,10,5,07:17:20,07:24:28,08:19:56,09:06:29,06:15:00,09:20:00,185.0,modeled,0,0,0,1,0,0,0,1,0,0,0,185,0,0,0,185,Stop traffic from crossing the trail while runners (coming both directions) are crossing,True,C1,watch,A,"32 bins flagged, severity: watch"
74,Northside Trail at Main (near Royal Rd.),course,Traffic control both directions,45.985086,-66.664253,2,10,5,07:18:21,07:25:53,08:16:26,09:01:01,06:15:00,09:15:00,180.0,modeled,0,0,0,1,0,0,0,1,0,0,0,180,0,0,0,180,Stop traffic from crossing the trail while runners are crossing. *Note: there is a fire station on Royal Road at Hawkins St. Be aware of Emergency Response Vehicles.*,True,C1,watch,A,"32 bins flagged, severity: watch"
75,Northside Trail at Manresa Dr.,course,Traffic control both directions,45.984623,-66.668401,3,10,5,07:21:28,07:30:09,08:14:16,08:57:36,06:15:00,09:10:00,175.0,modeled,0,0,0,0,0,0,2,0,0,0,0,0,0,0,350,0,Stop traffic from crossing the trail while runners (coming both directions) are crossing,True,C2,watch,A,"95 bins flagged, severity: watch"
76,Northside Trail at Bailey Ave.,course,Traffic control both directions,45.983519,-66.672653,3,10,5,07:22:51,07:32:03,08:12:20,08:54:34,06:15:00,09:05:00,170.0,modeled,0,0,0,0,0,0,2,0,0,0,0,0,0,0,340,0,Stop traffic from crossing the trail while runners (coming both directions) are crossing,True,C2,watch,A,"95 bins flagged, severity: watch"
77,Northside Trail at McAdam Ave.,course,Traffic control both directions,45.982789,-66.675723,3,10,5,07:23:50,07:33:25,08:10:58,08:52:26,06:15:00,09:05:00,170.0,modeled,0,0,0,0,0,0,2,0,0,0,0,0,0,0,340,0,Stop traffic from crossing the trail while runners (coming both directions) are crossing,True,C2,watch,A,"95 bins flagged, severity: watch"
78,Northside Trail at Srawberry Fields (Ferris),course,Runners on trail both directions,45.979889,-66.687236,3,10,5,07:27:34,07:38:34,08:05:49,08:44:21,06:15:00,08:55:00,160.0,modeled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stop traffic from crossing the trail while runners (coming both directions) are crossing,True,C2,watch,A,"95 bins flagged, severity: watch"
79,Northside Trail at Sunset Dr. (Claremont Dr.),course,Traffic control both directions,45.97874,-66.692177,2,10,5,07:29:08,07:40:44,08:03:42,08:40:57,06:15:00,08:55:00,160.0,modeled,0,0,0,1,0,0,0,2,0,0,0,160,0,0,0,320,Stop traffic from crossing the trail while runners (coming both directions) are crossing,True,C2,watch,A,"95 bins flagged, severity: watch"
80,Northside Trail at Ruby St,course,Traffic control both directions,45.978451,-66.701054,3,10,5,07:31:53,07:44:16,08:01:43,08:34:59,06:15:00,08:45:00,150.0,modeled,0,0,0,0,0,0,2,0,0,0,0,0,0,0,300,0,Stop traffic from crossing the trail while runners (coming both directions) are crossing,True,C3,watch,A,"49 bins flagged, severity: watch"
81,Northside Trail at Jassper St,course,Traffic control both directions,45.978144,-66.705244,3,10,5,07:33:10,07:44:53,08:00:23,08:32:12,06:15:00,08:45:00,150.0,modeled,0,0,0,0,0,0,2,0,0,0,0,0,0,0,300,0,Stop traffic from crossing the trail while runners (coming both directions) are crossing,True,C3,watch,A,"49 bins flagged, severity: watch"
82,Northside Trail at Grasse Cir,course,Traffic control both directions,45.977954,-66.708235,3,10,5,07:34:05,07:45:22,07:59:21,08:30:13,06:15:00,08:45:00,150.0,modeled,0,0,0,0,0,0,2,0,0,0,0,0,0,0,300,0,Stop traffic from crossing the trail while runners (coming both directions) are crossing,True,C3,watch,A,"49 bins flagged, severity: watch"
83,Northside Trail at Pearl (across Spencer),course,Traffic control both directions,45.977615,-66.714907,3,10,5,07:36:07,07:46:22,07:59:38,08:25:49,06:15:00,08:40:00,145.0,modeled,0,0,0,0,0,0,2,0,0,0,0,0,0,0,290,0,Stop traffic from crossing the trail while runners (coming both directions) are crossing,True,C3,watch,A,"49 bins flagged, severity: watch"
84,Northside Trail at Pearl (near McGregor),course,Traffic control both directions,45.977588,-66.719198,3,10,5,07:37:27,07:46:26,07:58:49,08:22:52,06:15:00,08:35:00,140.0,modeled,0,0,0,0,0,0,2,0,0,0,0,0,0,0,280,0,Stop traffic from crossing the trail while runners (coming both directions) are crossing,True,C3,watch,A,"49 bins flagged, severity: watch"
85,Northside Trail at Blake Crt. (Full Turn),course,Traffic control both directions,45.977801,-66.723189,3,10,5,07:37:27,07:46:28,07:58:55,08:23:01,06:15:00,08:35:00,140.0,modeled,0,0,0,0,2,0,2,0,0,0,0,0,280,0,280,0,Stop traffic from crossing the trail while runners (coming both directions) are crossing,True,C3,watch,A,"49 bins flagged, severity: watch"
86,Water Stop: 10K Turn,water,Both directions,45.980158,-66.656539,2,10,5,07:16:52,07:23:50,08:20:35,09:07:30,06:15:00,09:20:00,185.0,modeled,0,0,8,0,0,0,0,0,0,0,1480,0,0,0,0,0,Marathon runners only. ,True,C1,watch,A,"32 bins flagged, severity: watch"
87,Water Stop: Clements & McGregor ,water,Both directions,45.977665,-66.72117,3,10,5,07:37:27,07:46:28,07:58:55,08:23:01,06:15:00,08:35:00,140.0,modeled,0,0,8,0,0,0,0,0,0,0,1120,0,0,0,0,0,Marathon runners only. ,True,C3,watch,A,"49 bins flagged, severity: watch"
88,Water Stop: Former Trail Hut,water,Both directions,45.958787,-66.620742,7,10,5,07:47:49,08:24:41,09:51:18,12:47:37,06:15:00,13:00:00,405.0,modeled,0,0,8,0,0,0,0,0,0,0,3240,0,0,0,0,0,All runners. First will be 10K. Last will be Marathoner.,True,L1,watch,A,"207 bins flagged, severity: watch"
89,Water Stop: Aberdeen & St John,water,Both directions,45.95455,-66.641213,7,10,5,08:21:01,08:40:20,09:06:00,09:57:12,06:15:00,10:10:00,235.0,modeled,0,0,8,0,0,0,0,0,0,0,1880,0,0,0,0,0,Marathon runners only as they are making the loop at Queen Sq.,False,,,,
90,Water Stop: Gibson Trail,water,Both directions,45.958828,-66.596392,4,10,5,08:08:22,08:23:46,09:01:48,10:44:30,06:15:00,10:55:00,280.0,modeled,0,0,8,0,0,0,0,0,0,0,2240,0,0,0,0,0,Half & Full Marathon runners. First will be Half. Last Full Marathoner.,True,I3,watch,A,"34 bins flagged, severity: watch"
91,Water Stop: Mill St,water,Both directions,45.979279,-66.591863,5,10,5,08:17:41,08:42:16,09:32:49,12:05:16,06:15:00,12:20:00,365.0,modeled,0,0,8,0,0,0,0,0,0,0,2920,0,0,0,0,0,Half & Full Marathon runners. First will be Half coming from Gibson. Last Full Marathoner coming back from Tree Farm.,True,I5,watch,A,"8 bins flagged, severity: watch"
92,Water Stop: Peniac Bridge,water,Both directions,45.995937,-66.574436,5,10,5,08:28:05,08:53:41,09:38:10,11:56:09,06:15:00,12:10:00,355.0,modeled,0,0,8,0,0,0,0,0,0,0,2840,0,0,0,0,0,Half & Full Marathon runners. First will be Half coming from Mill St. to the Turn. Last Full Marathoner coming back from Tree Farm.,True,J1,watch,A,"204 bins flagged, severity: watch"
93,Water Stop: Chase Xmas Tree Farm,water,Both directions,46.002755,-66.575984,5,10,5,09:07:31,09:41:16,10:23:31,11:49:21,06:15:00,12:00:00,345.0,modeled,0,0,8,0,0,0,0,0,0,0,2760,0,0,0,0,0,Marathon runners only. Both directions as they are making a turn further out the trail.,False,,,,
94,Water Stop: Devon Lumber,water,Both directions,45.959884,-66.618586,6,10,5,08:49:09,09:25:36,10:19:33,12:45:52,06:15:00,13:00:00,405.0,modeled,0,0,8,0,0,0,0,0,0,0,3240,0,0,0,0,0,Full and Half runners. First runner will be Half. Last will be Marathoner.,True,K4,watch,A,"16 bins flagged, severity: watch"
95,Water Stop: Finish Line,water,Uni Direction (Marathoner Loop),45.954291,-66.640752,7,10,5,07:53:14,08:35:35,09:59:48,13:00:07,06:15:00,13:15:00,420.0,modeled,0,0,8,0,0,0,0,0,0,0,3360,0,0,0,0,0,All runners. First runner will be 10K. Last will be Marathoner.,True,M1,watch,A,"4 bins flagged, severity: watch"
96,Queen Square (Finish),aid,Uni Direction (Finish),45.954231,-66.640798,7,10,5,07:53:14,08:35:35,09:59:48,13:00:07,06:15:00,13:15:00,420.0,modeled,0,0,0,0,0,3,0,0,0,0,0,0,0,1260,0,0,SJA First Aid (Finish - All Runners),True,M1,watch,A,"4 bins flagged, severity: watch"
97,Northside Trail at Edgewood,aid,Both directions,45.985198,-66.664457,2,10,5,07:19:59,07:28:08,08:18:37,09:04:25,06:15:00,09:15:00,180.0,modeled,0,0,0,0,0,3,0,0,0,0,0,0,0,540,0,0,SJA First Aid (Full),True,C1,watch,A,"32 bins flagged, severity: watch"
98,Station Rd at Barker St,aid,Both directions,45.959344,-66.619594,7,10,5,07:47:16,08:10:03,09:18:42,12:20:54,06:15:00,12:35:00,380.0,modeled,0,0,0,0,0,3,0,0,0,0,0,0,0,1140,0,0,SJA First Aid (All Runners),True,E4,watch,B,"20 bins flagged, severity: watch"
99,Bridge at Mill St,aid,Both directions,45.979519,-66.59192,4,10,5,08:17:41,08:42:17,09:32:48,12:05:16,06:15:00,12:20:00,365.0,modeled,0,0,0,0,0,3,0,0,0,0,0,0,0,1095,0,0,SJA First Aid (Full/Half),True,I5,watch,A,"8 bins flagged, severity: watch"
